can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,price
True,True,,,661800,0,0,0,0,-6.4,-1,"[{'offset': 0, 'projected_percent': '-6.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-11.0', 'likelihood': -1}]",,False,0,2,1.0,1.0,0,Cathal,0.0,284,False,,,40,661800.jpg,0.0,False,McCarthy,0.1,False,,a,11,88,0,136,136,244,244,0.0,0.0,McCarthy,,,,,False,p661800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,71.0,51.0,71.0,51.0,71.0,51.0,71.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,199.0,314.0,120.0,314.0,120.0,443.0,154.0,0.0,0.0,0.0,Hull City,4.0
True,True,,,160817,0,0,0,0,0.0,4,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",,False,0,2,1.0,1.0,1,Paddy,1.0,285,False,,,40,160817.jpg,1.0,False,McNair,0.1,False,,a,11,88,1,155,155,139,139,0.2,0.2,McNair,,242.0,2026-01-28,1995-04-27,False,p160817,26,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2,1,0,2,0,0.00,0.00,0.00,0.96,,,,,,,[],,14.0,6.0,14.0,6.0,14.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0,3.32,0.0,547.0,154.0,158.0,49.0,158.0,49.0,406.0,145.0,0.0,0.0,6.92,Hull City,4.0
True,True,,,540324,0,0,0,0,1.7,146,"[{'offset': 0, 'projected_percent': '2.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '4.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '6.4', 'likelihood': 1}]",,False,0,3,1.5,1.5,3,Mohamed,3.0,286,False,,,50,540324.jpg,3.0,False,Belloumi,0.5,False,,a,11,88,3,3718,3718,667,667,0.6,0.6,Belloumi,,3.0,2024-08-30,2002-06-01,False,p540324,90,0,0,1,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,3,3,4,10,1,0.05,0.03,0.08,1.83,3.0,,2.0,,,,[],,348.0,105.0,348.0,105.0,348.0,105.0,348.0,105.0,0.05,0.0,0.03,0.08,1.83,0.0,365.0,215.0,84.0,34.0,84.0,34.0,251.0,83.0,1.0,1.0,10.0,Hull City,5.0
True,True,,,232905,0,0,0,0,-8.6,-14,"[{'offset': 0, 'projected_percent': '-14.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-45.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-77.2', 'likelihood': -4}]",,False,0,3,1.5,1.5,0,Liam,0.0,287,False,,,50,232905.jpg,0.0,False,Millar,0.1,False,,a,11,88,0,104,104,211,211,0.0,0.0,Millar,,39.0,2024-08-09,1999-09-27,False,p232905,19,0,0,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,1,1,1,3,0,0.00,0.00,0.00,0.67,,,,,,,[],,271.0,62.0,271.0,62.0,271.0,62.0,271.0,62.0,0.0,0.0,0.0,0.0,3.17,0.0,288.0,172.0,446.0,172.0,446.0,172.0,458.0,187.0,0.0,0.0,14.21,Hull City,5.0
True,True,,,171270,0,0,0,0,-6.1,-16,"[{'offset': 0, 'projected_percent': '-7.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-13.2', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-19.2', 'likelihood': -1}]",,False,0,3,1.0,1.0,0,Kieran,0.0,288,False,,,45,171270.jpg,0.0,False,Dowell,0.4,False,,a,11,88,0,462,462,978,978,0.0,0.0,Dowell,,241.0,2026-01-23,1997-10-10,False,p171270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,97.0,4.0,97.0,4.0,97.0,4.0,97.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,242.0,331.0,129.0,331.0,129.0,275.0,90.0,0.0,0.0,0.0,Hull City,4.5
True,True,,,101282,0,0,0,0,0.7,63,"[{'offset': 0, 'projected_percent': '0.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.7', 'likelihood': 1}]",,False,0,3,1.0,1.0,2,Matt,2.0,289,False,,,45,101282.jpg,2.0,False,Crooks,0.7,False,,a,11,88,2,2241,2241,1127,1127,0.4,0.4,Crooks,,241.0,2025-01-10,1994-01-20,False,p101282,90,0,0,1,0,0,0,0,1,0,0,0,9,0.0,0.0,0.0,0.0,4,1,4,9,1,0.00,0.00,0.00,1.83,,,,,,,[],,80.0,1.0,80.0,1.0,80.0,1.0,80.0,1.0,0.0,0.0,0.0,0.0,1.83,0.0,406.0,239.0,103.0,48.0,103.0,48.0,231.0,76.0,1.0,1.0,9.0,Hull City,4.5
True,True,,,243413,0,0,0,0,8.0,839,"[{'offset': 0, 'projected_percent': '10.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '22.7', 'likelihood': 2}, {'offset': 2, 'projected_percent': '35.1', 'likelihood': 2}]",,False,0,3,1.0,1.0,6,Regan,6.0,290,False,,,45,243413.jpg,6.0,False,Slater,3.3,False,,a,11,88,6,18678,18678,3459,3459,1.3,1.3,Slater,,241.0,2022-01-27,1999-09-11,False,p243413,90,0,1,1,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0,2,1,3,1,0.00,0.44,0.44,1.83,2.0,,,,,,[],,127.0,7.0,127.0,7.0,127.0,7.0,127.0,7.0,0.0,0.0,0.44,0.44,1.83,0.0,453.0,245.0,44.0,18.0,44.0,18.0,98.0,33.0,1.0,1.0,3.0,Hull City,4.5
True,True,0.0,0.0,465525,0,0,0,0,-0.7,2,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",,False,0,3,0.0,0.0,0,Eliot,0.0,291,False,Knee injury - Unknown return date,2026-07-23T12:01:23.532635Z,45,465525.jpg,0.0,False,Matazo,0.0,False,,i,11,88,0,17,17,20,20,0.0,0.0,Matazo,,21.0,2025-01-23,2002-02-15,False,p465525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,143.0,9.0,143.0,9.0,143.0,9.0,143.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,247.0,359.0,132.0,359.0,132.0,585.0,251.0,0.0,0.0,0.0,Hull City,4.5
True,True,,,208481,0,0,0,0,0.0,-2,"[{'offset': 0, 'projected_percent': '-1.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-20.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-40.1', 'likelihood': -3}]",,False,0,3,1.5,1.5,0,Abdülkadir,0.0,292,False,,,50,208481.jpg,0.0,False,Ömür,0.0,False,,a,11,88,0,109,109,108,108,0.0,0.0,Ömür,,219.0,2024-02-01,1999-06-25,False,p208481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,245.0,50.0,245.0,50.0,245.0,50.0,245.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,160.0,429.0,164.0,429.0,164.0,548.0,225.0,0.0,0.0,0.0,Hull City,5.0
True,False,0.0,0.0,490161,0,0,0,0,0.0,-3,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Abu,0.0,293,False,Has joined Portsmouth permanently,2026-08-12T14:08:23.542043Z,50,490161.jpg,0.0,False,Kamara,0.0,False,,u,11,88,0,0,0,84,84,0.0,0.0,Kamara,,241.0,2024-08-30,2003-07-21,False,p490161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,317.0,84.0,317.0,84.0,317.0,84.0,317.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,194.0,480.0,192.0,480.0,192.0,589.0,255.0,0.0,0.0,0.0,Hull City,5.0
True,True,0.0,0.0,553783,0,0,0,0,-9.6,-28,"[{'offset': 0, 'projected_percent': '-12.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-25.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-38.9', 'likelihood': -2}]",,False,0,3,0.0,0.0,0,Óscar,0.0,294,False,Thigh injury - Unknown return date,2026-08-04T18:30:11.016909Z,45,553783.jpg,0.0,False,Zambrano,0.1,False,,i,11,88,0,123,123,694,694,0.0,0.0,Zambrano,,62.0,2026-07-21,2004-04-20,False,p553783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,179.0,17.0,179.0,17.0,179.0,17.0,179.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,255.0,383.0,140.0,383.0,140.0,410.0,160.0,0.0,0.0,0.0,Hull City,4.5
True,True,,,169432,0,0,0,0,6.8,881,"[{'offset': 0, 'projected_percent': '9.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '22.2', 'likelihood': 2}, {'offset': 2, 'projected_percent': '35.1', 'likelihood': 2}]",,False,0,4,1.8,1.8,5,Oli,5.0,295,False,,,55,169432.jpg,5.0,False,McBurnie,1.5,False,,a,11,88,5,15068,15068,1934,1934,0.9,0.9,McBurnie,,243.0,2025-08-06,1996-06-04,False,p169432,90,0,1,1,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,3,2,0,5,1,0.16,0.01,0.17,1.83,,,,,1.0,,[],,390.0,27.0,390.0,27.0,390.0,27.0,390.0,27.0,0.16,0.0,0.01,0.17,1.83,0.0,121.0,31.0,61.0,4.0,61.0,4.0,159.0,23.0,1.0,1.0,5.0,Hull City,5.5
True,True,,,213292,0,0,0,0,0.0,4,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.2', 'likelihood': 1}]",,False,0,3,1.5,1.5,0,David,0.0,296,False,,,50,213292.jpg,0.0,False,Akintola,0.0,False,,a,11,88,0,320,320,269,269,0.0,0.0,Akintola,,157.0,2025-08-15,1996-01-13,False,p213292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,250.0,54.0,250.0,54.0,250.0,54.0,250.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,164.0,431.0,165.0,431.0,165.0,501.0,209.0,0.0,0.0,0.0,Hull City,5.0
True,True,0.0,0.0,470294,0,0,0,0,-10.9,-8,"[{'offset': 0, 'projected_percent': '-13.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-29.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-44.7', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Darko,0.0,297,False,Thigh injury - Unknown return date,2026-08-04T18:30:11.027155Z,45,470294.jpg,0.0,False,Gyabi,0.0,False,,i,11,88,0,20,20,173,173,0.0,0.0,Gyabi,,241.0,2025-09-01,2004-02-18,False,p470294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,145.0,10.0,145.0,10.0,145.0,10.0,145.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,248.0,360.0,133.0,360.0,133.0,527.0,218.0,0.0,0.0,0.0,Hull City,4.5
True,False,0.0,0.0,500957,0,0,0,0,0.0,-143,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Enis,0.0,298,False,Has joined Konyaspor permanently,2026-08-17T13:50:27.145733Z,45,500957.jpg,0.0,False,Destan,0.4,False,,u,11,88,0,0,0,3329,3329,0.0,0.0,Destan,,219.0,2025-08-01,2002-06-15,False,p500957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,164.0,3.0,164.0,3.0,164.0,3.0,164.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,63.0,369.0,33.0,369.0,33.0,274.0,47.0,0.0,0.0,0.0,Hull City,4.5
True,False,0.0,0.0,534392,0,0,0,0,0.0,-18,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Mason,0.0,299,False,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03T14:05:20.234842Z,45,534392.jpg,0.0,False,Burstow,0.1,False,,u,11,88,0,0,0,469,469,0.0,0.0,Burstow,,241.0,2024-08-16,2003-08-04,False,p534392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,172.0,4.0,172.0,4.0,172.0,4.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,64.0,376.0,34.0,376.0,34.0,467.0,63.0,0.0,0.0,0.0,Hull City,4.5
True,True,0.0,0.0,462635,0,0,0,0,-11.3,-4,"[{'offset': 0, 'projected_percent': '-14.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-27.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-41.4', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Joe,0.0,340,False,Ankle injury - Expected back 5 Sep,2026-08-17T21:30:07.799839Z,50,462635.jpg,0.0,False,Gelhardt,0.0,False,,i,11,88,0,17,17,97,97,0.0,0.0,Gelhardt,,241.0,2026-08-15,2002-05-04,False,p462635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,297.0,74.0,297.0,74.0,297.0,74.0,297.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,184.0,468.0,183.0,468.0,183.0,564.0,238.0,0.0,0.0,0.0,Hull City,5.0
True,True,,,169359,0,0,0,0,-4.4,-90,"[{'offset': 0, 'projected_percent': '-5.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-11.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-16.8', 'likelihood': -1}]",,False,0,2,1.0,1.0,1,Matt,1.0,556,False,,,40,169359.jpg,1.0,False,Targett,2.4,False,,a,11,88,1,1458,1458,3731,3731,0.2,0.2,Targett,,241.0,2026-07-23,1995-09-18,False,p169359,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,1,0,0,0,0.00,0.00,0.00,0.07,,,,,,,[],,17.0,8.0,17.0,8.0,17.0,8.0,17.0,8.0,0.0,0.0,0.0,0.0,1.26,0.0,550.0,156.0,160.0,51.0,160.0,51.0,115.0,48.0,0.0,0.0,0.0,Hull City,4.0
True,True,50.0,50.0,445028,0,0,0,0,-13.6,-2,"[{'offset': 0, 'projected_percent': '-15.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-22.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-29.6', 'likelihood': -2}]",,False,0,3,0.8,0.8,0,Hidemasa,0.0,563,False,Calf injury - 50% chance of playing,2026-08-15T16:00:07.961518Z,50,445028.jpg,0.0,False,Morita,0.0,False,,d,11,88,0,19,19,113,113,0.0,0.0,Morita,,108.0,2026-07-24,1995-05-10,False,p445028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,289.0,70.0,289.0,70.0,289.0,70.0,289.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,180.0,460.0,179.0,460.0,179.0,535.0,221.0,0.0,0.0,0.0,Hull City,5.0
True,True,,,473284,0,0,0,0,7.3,937,"[{'offset': 0, 'projected_percent': '10.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '23.7', 'likelihood': 2}, {'offset': 2, 'projected_percent': '37.5', 'likelihood': 2}]",,False,1,1,1.9,1.9,10,Konstantinos,10.0,572,True,,,45,473284.jpg,10.0,False,Tzolakis,1.0,False,,a,11,88,10,18510,18510,1448,1448,2.2,2.2,Tzolakis,,83.0,2026-08-05,2002-11-08,False,p473284,90,0,0,1,0,0,0,0,0,0,5,3,41,0.0,0.0,0.0,0.0,0,22,0,0,1,0.00,0.00,0.00,1.83,,,,,,,[],,149.0,39.0,149.0,39.0,149.0,39.0,149.0,39.0,0.0,5.0,0.0,0.0,1.83,0.0,475.0,40.0,12.0,1.0,12.0,1.0,193.0,28.0,1.0,1.0,0.0,Hull City,4.5
True,True,,,552946,0,0,0,0,-2.1,-6,"[{'offset': 0, 'projected_percent': '-4.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-14.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-25.5', 'likelihood': -2}]",,False,0,3,1.5,1.5,0,Jens,0.0,574,False,,,50,552946.jpg,0.0,False,Hjertø-Dahl,0.1,False,,a,11,88,0,116,116,200,200,0.0,0.0,Hjertø-Dahl,,161.0,2026-08-07,2005-10-31,False,p552946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,355.0,110.0,355.0,110.0,355.0,110.0,355.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,220.0,503.0,205.0,503.0,205.0,439.0,176.0,0.0,0.0,0.0,Hull City,5.0
True,True,,,608227,0,0,0,0,0.0,9,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.3', 'likelihood': 1}]",,False,0,3,1.5,1.5,3,Elliot,3.0,576,False,,,50,608227.jpg,3.0,False,Stroud,0.1,False,,a,11,88,3,366,366,130,130,0.6,0.6,Stroud,,206.0,2026-08-09,2002-06-22,False,p608227,70,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,1,2,3,6,1,0.00,0.03,0.03,1.16,,,,,,,[],,365.0,118.0,365.0,118.0,365.0,118.0,365.0,118.0,0.0,0.0,0.04,0.04,1.49,0.0,382.0,228.0,85.0,35.0,85.0,35.0,440.0,177.0,1.29,1.29,7.71,Hull City,5.0
True,True,,,597462,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-08-27T13:56:16.809807Z,False,0,2,1.0,1.0,1,Lucas,1.0,585,False,,,40,597462.jpg,1.0,False,Herrington,0.7,False,,a,11,88,1,919,919,778,778,0.2,0.2,Herrington,,13.0,2026-08-12,2007-09-05,False,p597462,26,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,4,0,0,4,0,0.00,0.00,0.00,0.96,,,,,,,[],,64.0,44.0,64.0,44.0,64.0,44.0,64.0,44.0,0.0,0.0,0.0,0.0,3.32,0.0,597.0,192.0,166.0,57.0,166.0,57.0,236.0,90.0,0.0,0.0,13.85,Hull City,4.0
True,True,75.0,,606930,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-08-27T13:57:01.356399Z,False,1,2,0.8,1.0,15,Nobel,15.0,586,True,Thigh injury - 75% chance of playing,2026-08-22T17:30:08.045208Z,40,606930.jpg,15.0,False,Mendy,1.6,False,,d,11,88,15,30870,30870,3780,3780,3.8,3.8,Mendy,,189.0,2026-08-12,2004-09-03,False,p606930,63,1,0,1,0,0,0,0,0,0,0,1,35,0.0,0.0,0.0,0.0,13,2,0,13,1,0.28,0.00,0.28,0.86,,,,,,,[],,66.0,46.0,66.0,46.0,66.0,46.0,66.0,46.0,0.4,0.0,0.0,0.4,1.23,0.0,599.0,194.0,3.0,2.0,3.0,2.0,153.0,65.0,1.43,1.43,18.57,Hull City,4.0
True,True,,,469266,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-08-30T13:58:04.062423Z,False,0,3,1.5,1.5,0,Lucas,0.0,589,False,,,50,469266.jpg,0.0,False,Gourna-Douath,0.0,False,,a,11,88,0,32,32,58,58,0.0,0.0,Gourna-Douath,,73.0,2026-08-15,2003-08-05,False,p469266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,304.0,77.0,304.0,77.0,304.0,77.0,304.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,187.0,471.0,186.0,471.0,186.0,521.0,216.0,0.0,0.0,0.0,Hull City,5.0
True,True,,,219924,0,0,0,0,-0.3,-265,"[{'offset': 0, 'projected_percent': '-0.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-3.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-5.2', 'likelihood': -1}]",,False,0,2,1.0,1.0,2,Issa,2.0,259,False,,,40,219924.jpg,2.0,False,Diop,18.1,False,,a,12,40,2,8620,8620,12254,12254,0.5,0.5,Diop,,145.0,2026-07-22,1997-01-09,False,p219924,90,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,4,6,1,5,1,0.00,0.01,0.01,0.66,,,,,,,[],,27.0,16.0,27.0,16.0,27.0,16.0,27.0,16.0,0.0,0.0,0.01,0.01,0.66,1.0,560.0,164.0,100.0,38.0,100.0,38.0,19.0,6.0,1.0,0.0,5.0,Ipswich Town,4.0
True,True,,,212314,0,0,0,0,0.1,11,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.4', 'likelihood': 1}]",,False,0,3,1.5,1.5,5,Saša,5.0,267,False,,,50,212314.jpg,5.0,False,Lukić,0.1,False,,a,12,40,5,285,285,167,167,1.0,1.0,Lukić,,190.0,2026-08-08,1996-08-13,False,p212314,90,0,1,0,1,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,2,3,1,6,1,0.00,0.02,0.02,0.66,4.0,,,,,,[],,249.0,53.0,249.0,53.0,249.0,53.0,249.0,53.0,0.0,0.0,0.02,0.02,0.66,1.0,266.0,163.0,59.0,23.0,59.0,23.0,399.0,156.0,1.0,0.0,6.0,Ipswich Town,5.0
True,True,,,108813,0,0,0,0,-7.6,-46,"[{'offset': 0, 'projected_percent': '-10.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-22.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-35.6', 'likelihood': -2}]",,False,0,1,1.9,1.9,0,Christian,0.0,300,False,,,45,108813.jpg,0.0,False,Walton,0.5,False,,a,12,40,0,81,81,845,845,0.0,0.0,Walton,,241.0,2022-01-19,1995-11-09,False,p108813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,84.0,26.0,84.0,26.0,84.0,26.0,84.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,27.0,321.0,43.0,321.0,43.0,249.0,34.0,0.0,0.0,0.0,Ipswich Town,4.5
True,True,,,112520,0,0,0,0,-1.0,-122,"[{'offset': 0, 'projected_percent': '-1.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-5.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-9.8', 'likelihood': -1}]",,False,0,1,1.0,1.0,0,Alex,0.0,301,False,,,40,112520.jpg,0.0,False,Palmer,4.7,False,,a,12,40,0,1878,1878,3217,3217,0.0,0.0,Palmer,,241.0,2025-02-03,1996-08-10,False,p112520,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,10.0,7.0,10.0,7.0,10.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,54.0,271.0,25.0,271.0,25.0,69.0,9.0,0.0,0.0,0.0,Ipswich Town,4.0
True,True,,,50093,0,0,0,0,0.1,-1,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,1,1.0,1.0,0,David,0.0,302,False,,,40,50093.jpg,0.0,False,Button,0.5,False,,a,12,40,0,430,430,339,339,0.0,0.0,Button,,241.0,2025-07-04,1989-02-27,False,p50093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,51.0,266.0,22.0,266.0,22.0,266.0,36.0,0.0,0.0,0.0,Ipswich Town,4.0
